kd_kementerian;kementerian;kd_program;program;kd_kegiatan;Kegiatan;kd_output;output;kd_nawacita;nawacita;Tematik;Janpres;kd_PN;PN;kd_PP;PP;kd_KP;KP;kd_PPN;PPN;kd_prov;provinsi;kd_kota;Kota; Anggaran 
33;KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT;7;Program Pembinaan Dan Pengembangan Infrastruktur Permukiman;2412;Pembinaan dan Pengembangan Kawasan Permukiman;2;Pembinaan dan Pengawasan Pengembangan Kawasan Permukiman;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;1;60;53;Perumahan dan Permukiman;40;Penyediaan Perumahan Layak;128;Pengentasan Permukiman Kumuh;746;Perencanaan Perumahan dan Kawasan Permukiman;5;Provinsi Jawa Timur;511;Kab. Banyuwangi;616.000
33;KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT;7;Program Pembinaan Dan Pengembangan Infrastruktur Permukiman;2412;Pembinaan dan Pengembangan Kawasan Permukiman;2;Pembinaan dan Pengawasan Pengembangan Kawasan Permukiman;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;1;60;53;Perumahan dan Permukiman;40;Penyediaan Perumahan Layak;128;Pengentasan Permukiman Kumuh;746;Perencanaan Perumahan dan Kawasan Permukiman;5;Provinsi Jawa Timur;517;Kab. Kediri;616.000
33;KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT;7;Program Pembinaan Dan Pengembangan Infrastruktur Permukiman;2412;Pembinaan dan Pengembangan Kawasan Permukiman;2;Pembinaan dan Pengawasan Pengembangan Kawasan Permukiman;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;1;60;53;Perumahan dan Permukiman;40;Penyediaan Perumahan Layak;128;Pengentasan Permukiman Kumuh;746;Perencanaan Perumahan dan Kawasan Permukiman;5;Provinsi Jawa Timur;552;Kota Mojokerto;616.000
33;KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT;7;Program Pembinaan Dan Pengembangan Infrastruktur Permukiman;2412;Pembinaan dan Pengembangan Kawasan Permukiman;2;Pembinaan dan Pengawasan Pengembangan Kawasan Permukiman;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;1;60;53;Perumahan dan Permukiman;40;Penyediaan Perumahan Layak;128;Pengentasan Permukiman Kumuh;746;Perencanaan Perumahan dan Kawasan Permukiman;5;Provinsi Jawa Timur;513;Kab. Malang;616.000
33;KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT;7;Program Pembinaan Dan Pengembangan Infrastruktur Permukiman;2412;Pembinaan dan Pengembangan Kawasan Permukiman;2;Pembinaan dan Pengawasan Pengembangan Kawasan Permukiman;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;1;60;53;Perumahan dan Permukiman;40;Penyediaan Perumahan Layak;128;Pengentasan Permukiman Kumuh;746;Perencanaan Perumahan dan Kawasan Permukiman;5;Provinsi Jawa Timur;514;Kab. Pasuruan;616.000
33;KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT;7;Program Pembinaan Dan Pengembangan Infrastruktur Permukiman;2412;Pembinaan dan Pengembangan Kawasan Permukiman;2;Pembinaan dan Pengawasan Pengembangan Kawasan Permukiman;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;1;60;53;Perumahan dan Permukiman;40;Penyediaan Perumahan Layak;128;Pengentasan Permukiman Kumuh;746;Perencanaan Perumahan dan Kawasan Permukiman;5;Provinsi Jawa Timur;528;Kab. Tuban;616.000
33;KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT;7;Program Pembinaan Dan Pengembangan Infrastruktur Permukiman;2412;Pembinaan dan Pengembangan Kawasan Permukiman;2;Pembinaan dan Pengawasan Pengembangan Kawasan Permukiman;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;1;60;53;Perumahan dan Permukiman;40;Penyediaan Perumahan Layak;128;Pengentasan Permukiman Kumuh;746;Perencanaan Perumahan dan Kawasan Permukiman;5;Provinsi Jawa Timur;525;Kab. Ponorogo;616.000
33;KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT;7;Program Pembinaan Dan Pengembangan Infrastruktur Permukiman;2412;Pembinaan dan Pengembangan Kawasan Permukiman;2;Pembinaan dan Pengawasan Pengembangan Kawasan Permukiman;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;1;60;53;Perumahan dan Permukiman;40;Penyediaan Perumahan Layak;128;Pengentasan Permukiman Kumuh;746;Perencanaan Perumahan dan Kawasan Permukiman;5;Provinsi Jawa Timur;516;Kab. Lumajang;616.000
33;KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT;7;Program Pembinaan Dan Pengembangan Infrastruktur Permukiman;2412;Pembinaan dan Pengembangan Kawasan Permukiman;2;Pembinaan dan Pengawasan Pengembangan Kawasan Permukiman;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;1;60;53;Perumahan dan Permukiman;40;Penyediaan Perumahan Layak;128;Pengentasan Permukiman Kumuh;746;Perencanaan Perumahan dan Kawasan Permukiman;5;Provinsi Jawa Timur;520;Kab. Trenggalek;616.000
33;KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT;7;Program Pembinaan Dan Pengembangan Infrastruktur Permukiman;2412;Pembinaan dan Pengembangan Kawasan Permukiman;2;Pembinaan dan Pengawasan Pengembangan Kawasan Permukiman;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;1;60;53;Perumahan dan Permukiman;40;Penyediaan Perumahan Layak;128;Pengentasan Permukiman Kumuh;746;Perencanaan Perumahan dan Kawasan Permukiman;13;Provinsi Kalimantan Barat;1306;Kab. Ketapang;616.000
33;KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT;7;Program Pembinaan Dan Pengembangan Infrastruktur Permukiman;2412;Pembinaan dan Pengembangan Kawasan Permukiman;2;Pembinaan dan Pengawasan Pengembangan Kawasan Permukiman;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;1;60;53;Perumahan dan Permukiman;40;Penyediaan Perumahan Layak;128;Pengentasan Permukiman Kumuh;746;Perencanaan Perumahan dan Kawasan Permukiman;13;Provinsi Kalimantan Barat;1311;Kab. Kayong Utara;616.000
33;KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT;7;Program Pembinaan Dan Pengembangan Infrastruktur Permukiman;2412;Pembinaan dan Pengembangan Kawasan Permukiman;2;Pembinaan dan Pengawasan Pengembangan Kawasan Permukiman;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;1;60;53;Perumahan dan Permukiman;40;Penyediaan Perumahan Layak;128;Pengentasan Permukiman Kumuh;746;Perencanaan Perumahan dan Kawasan Permukiman;15;Provinsi Kalimantan Selatan;1506;Kab. Barito Kuala;616.000
33;KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT;7;Program Pembinaan Dan Pengembangan Infrastruktur Permukiman;2412;Pembinaan dan Pengembangan Kawasan Permukiman;2;Pembinaan dan Pengawasan Pengembangan Kawasan Permukiman;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;1;60;53;Perumahan dan Permukiman;40;Penyediaan Perumahan Layak;128;Pengentasan Permukiman Kumuh;746;Perencanaan Perumahan dan Kawasan Permukiman;15;Provinsi Kalimantan Selatan;1510;Kab. Tanah Bumbu;616.000
33;KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT;7;Program Pembinaan Dan Pengembangan Infrastruktur Permukiman;2412;Pembinaan dan Pengembangan Kawasan Permukiman;2;Pembinaan dan Pengawasan Pengembangan Kawasan Permukiman;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;1;60;53;Perumahan dan Permukiman;40;Penyediaan Perumahan Layak;128;Pengentasan Permukiman Kumuh;746;Perencanaan Perumahan dan Kawasan Permukiman;15;Provinsi Kalimantan Selatan;1503;Kab. Tapin;616.000
33;KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT;7;Program Pembinaan Dan Pengembangan Infrastruktur Permukiman;2412;Pembinaan dan Pengembangan Kawasan Permukiman;2;Pembinaan dan Pengawasan Pengembangan Kawasan Permukiman;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;1;60;53;Perumahan dan Permukiman;40;Penyediaan Perumahan Layak;128;Pengentasan Permukiman Kumuh;746;Perencanaan Perumahan dan Kawasan Permukiman;15;Provinsi Kalimantan Selatan;1502;Kab. Tanah Laut;616.000
33;KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT;7;Program Pembinaan Dan Pengembangan Infrastruktur Permukiman;2412;Pembinaan dan Pengembangan Kawasan Permukiman;2;Pembinaan dan Pengawasan Pengembangan Kawasan Permukiman;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;1;60;53;Perumahan dan Permukiman;40;Penyediaan Perumahan Layak;128;Pengentasan Permukiman Kumuh;746;Perencanaan Perumahan dan Kawasan Permukiman;15;Provinsi Kalimantan Selatan;1504;Kab. Hulu Sungai Selatan;616.000
33;KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT;7;Program Pembinaan Dan Pengembangan Infrastruktur Permukiman;2412;Pembinaan dan Pengembangan Kawasan Permukiman;2;Pembinaan dan Pengawasan Pengembangan Kawasan Permukiman;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;1;60;53;Perumahan dan Permukiman;40;Penyediaan Perumahan Layak;128;Pengentasan Permukiman Kumuh;746;Perencanaan Perumahan dan Kawasan Permukiman;14;Provinsi Kalimantan Tengah;1407;Kab. Seruyan;616.000
33;KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT;7;Program Pembinaan Dan Pengembangan Infrastruktur Permukiman;2412;Pembinaan dan Pengembangan Kawasan Permukiman;2;Pembinaan dan Pengawasan Pengembangan Kawasan Permukiman;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;1;60;53;Perumahan dan Permukiman;40;Penyediaan Perumahan Layak;128;Pengentasan Permukiman Kumuh;746;Perencanaan Perumahan dan Kawasan Permukiman;14;Provinsi Kalimantan Tengah;1410;Kab. Gunung Mas;616.000
33;KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT;7;Program Pembinaan Dan Pengembangan Infrastruktur Permukiman;2412;Pembinaan dan Pengembangan Kawasan Permukiman;2;Pembinaan dan Pengawasan Pengembangan Kawasan Permukiman;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;1;60;53;Perumahan dan Permukiman;40;Penyediaan Perumahan Layak;128;Pengentasan Permukiman Kumuh;746;Perencanaan Perumahan dan Kawasan Permukiman;14;Provinsi Kalimantan Tengah;1406;Kab. Katingan;616.000
33;KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT;7;Program Pembinaan Dan Pengembangan Infrastruktur Permukiman;2412;Pembinaan dan Pengembangan Kawasan Permukiman;2;Pembinaan dan Pengawasan Pengembangan Kawasan Permukiman;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;1;60;53;Perumahan dan Permukiman;40;Penyediaan Perumahan Layak;128;Pengentasan Permukiman Kumuh;746;Perencanaan Perumahan dan Kawasan Permukiman;35;Provinsi Kalimantan Utara;3503;Kab. Malinau;616.000
33;KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT;7;Program Pembinaan Dan Pengembangan Infrastruktur Permukiman;2412;Pembinaan dan Pengembangan Kawasan Permukiman;2;Pembinaan dan Pengawasan Pengembangan Kawasan Permukiman;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;1;60;53;Perumahan dan Permukiman;40;Penyediaan Perumahan Layak;128;Pengentasan Permukiman Kumuh;746;Perencanaan Perumahan dan Kawasan Permukiman;30;Provinsi Kepulauan Bangka Beli;3004;Kab. Bangka Tengah;616.000
33;KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT;7;Program Pembinaan Dan Pengembangan Infrastruktur Permukiman;2412;Pembinaan dan Pengembangan Kawasan Permukiman;2;Pembinaan dan Pengawasan Pengembangan Kawasan Permukiman;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;1;60;53;Perumahan dan Permukiman;40;Penyediaan Perumahan Layak;128;Pengentasan Permukiman Kumuh;746;Perencanaan Perumahan dan Kawasan Permukiman;30;Provinsi Kepulauan Bangka Beli;3005;Kab. Bangka Selatan;616.000
33;KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT;7;Program Pembinaan Dan Pengembangan Infrastruktur Permukiman;2412;Pembinaan dan Pengembangan Kawasan Permukiman;2;Pembinaan dan Pengawasan Pengembangan Kawasan Permukiman;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;1;60;53;Perumahan dan Permukiman;40;Penyediaan Perumahan Layak;128;Pengentasan Permukiman Kumuh;746;Perencanaan Perumahan dan Kawasan Permukiman;30;Provinsi Kepulauan Bangka Beli;3006;Kab. Belitung Timur;616.000
33;KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT;7;Program Pembinaan Dan Pengembangan Infrastruktur Permukiman;2412;Pembinaan dan Pengembangan Kawasan Permukiman;2;Pembinaan dan Pengawasan Pengembangan Kawasan Permukiman;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;1;60;53;Perumahan dan Permukiman;40;Penyediaan Perumahan Layak;128;Pengentasan Permukiman Kumuh;746;Perencanaan Perumahan dan Kawasan Permukiman;32;Provinsi Kepulauan Riau;3205;Kab. Anambas;616.000
33;KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT;7;Program Pembinaan Dan Pengembangan Infrastruktur Permukiman;2412;Pembinaan dan Pengembangan Kawasan Permukiman;2;Pembinaan dan Pengawasan Pengembangan Kawasan Permukiman;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;1;60;53;Perumahan dan Permukiman;40;Penyediaan Perumahan Layak;128;Pengentasan Permukiman Kumuh;746;Perencanaan Perumahan dan Kawasan Permukiman;32;Provinsi Kepulauan Riau;3203;Kab. Natuna;616.000
33;KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT;7;Program Pembinaan Dan Pengembangan Infrastruktur Permukiman;2412;Pembinaan dan Pengembangan Kawasan Permukiman;2;Pembinaan dan Pengawasan Pengembangan Kawasan Permukiman;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;1;60;53;Perumahan dan Permukiman;40;Penyediaan Perumahan Layak;128;Pengentasan Permukiman Kumuh;746;Perencanaan Perumahan dan Kawasan Permukiman;12;Provinsi Lampung;1208;Kab. Way Kanan;616.000
33;KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT;7;Program Pembinaan Dan Pengembangan Infrastruktur Permukiman;2412;Pembinaan dan Pengembangan Kawasan Permukiman;2;Pembinaan dan Pengawasan Pengembangan Kawasan Permukiman;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;1;60;53;Perumahan dan Permukiman;40;Penyediaan Perumahan Layak;128;Pengentasan Permukiman Kumuh;746;Perencanaan Perumahan dan Kawasan Permukiman;12;Provinsi Lampung;1204;Kab. Lampung Barat;616.000
33;KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT;7;Program Pembinaan Dan Pengembangan Infrastruktur Permukiman;2412;Pembinaan dan Pengembangan Kawasan Permukiman;2;Pembinaan dan Pengawasan Pengembangan Kawasan Permukiman;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;1;60;53;Perumahan dan Permukiman;40;Penyediaan Perumahan Layak;128;Pengentasan Permukiman Kumuh;746;Perencanaan Perumahan dan Kawasan Permukiman;12;Provinsi Lampung;1203;Kab. Lampung Utara;616.000
33;KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT;7;Program Pembinaan Dan Pengembangan Infrastruktur Permukiman;2412;Pembinaan dan Pengembangan Kawasan Permukiman;2;Pembinaan dan Pengawasan Pengembangan Kawasan Permukiman;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;1;60;53;Perumahan dan Permukiman;40;Penyediaan Perumahan Layak;128;Pengentasan Permukiman Kumuh;746;Perencanaan Perumahan dan Kawasan Permukiman;21;Provinsi Maluku;2110;Kab. Buru Selatan;616.000
33;KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT;7;Program Pembinaan Dan Pengembangan Infrastruktur Permukiman;2412;Pembinaan dan Pengembangan Kawasan Permukiman;2;Pembinaan dan Pengawasan Pengembangan Kawasan Permukiman;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;1;60;53;Perumahan dan Permukiman;40;Penyediaan Perumahan Layak;128;Pengentasan Permukiman Kumuh;746;Perencanaan Perumahan dan Kawasan Permukiman;23;Provinsi Nusa Tenggara Barat;2306;Kab. Dompu;616.000
33;KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT;7;Program Pembinaan Dan Pengembangan Infrastruktur Permukiman;2412;Pembinaan dan Pengembangan Kawasan Permukiman;2;Pembinaan dan Pengawasan Pengembangan Kawasan Permukiman;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;1;60;53;Perumahan dan Permukiman;40;Penyediaan Perumahan Layak;128;Pengentasan Permukiman Kumuh;746;Perencanaan Perumahan dan Kawasan Permukiman;23;Provinsi Nusa Tenggara Barat;2307;Kab. Sumbawa Barat;616.000
33;KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT;7;Program Pembinaan Dan Pengembangan Infrastruktur Permukiman;2412;Pembinaan dan Pengembangan Kawasan Permukiman;2;Pembinaan dan Pengawasan Pengembangan Kawasan Permukiman;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;1;60;53;Perumahan dan Permukiman;40;Penyediaan Perumahan Layak;128;Pengentasan Permukiman Kumuh;746;Perencanaan Perumahan dan Kawasan Permukiman;23;Provinsi Nusa Tenggara Barat;2301;Kab. Lombok Barat;616.000
33;KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT;7;Program Pembinaan Dan Pengembangan Infrastruktur Permukiman;2412;Pembinaan dan Pengembangan Kawasan Permukiman;2;Pembinaan dan Pengawasan Pengembangan Kawasan Permukiman;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;1;60;53;Perumahan dan Permukiman;40;Penyediaan Perumahan Layak;128;Pengentasan Permukiman Kumuh;746;Perencanaan Perumahan dan Kawasan Permukiman;24;Provinsi Nusa Tenggara Timur;2403;Kab. Timor Tengah Utara;616.000
33;KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT;7;Program Pembinaan Dan Pengembangan Infrastruktur Permukiman;2412;Pembinaan dan Pengembangan Kawasan Permukiman;2;Pembinaan dan Pengawasan Pengembangan Kawasan Permukiman;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;1;60;53;Perumahan dan Permukiman;40;Penyediaan Perumahan Layak;128;Pengentasan Permukiman Kumuh;746;Perencanaan Perumahan dan Kawasan Permukiman;24;Provinsi Nusa Tenggara Timur;2409;Kab. Ngada;616.000
33;KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT;7;Program Pembinaan Dan Pengembangan Infrastruktur Permukiman;2412;Pembinaan dan Pengembangan Kawasan Permukiman;2;Pembinaan dan Pengawasan Pengembangan Kawasan Permukiman;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;1;60;53;Perumahan dan Permukiman;40;Penyediaan Perumahan Layak;128;Pengentasan Permukiman Kumuh;746;Perencanaan Perumahan dan Kawasan Permukiman;24;Provinsi Nusa Tenggara Timur;2407;Kab. Flores Timur;616.000
33;KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT;7;Program Pembinaan Dan Pengembangan Infrastruktur Permukiman;2412;Pembinaan dan Pengembangan Kawasan Permukiman;2;Pembinaan dan Pengawasan Pengembangan Kawasan Permukiman;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;1;60;53;Perumahan dan Permukiman;40;Penyediaan Perumahan Layak;128;Pengentasan Permukiman Kumuh;746;Perencanaan Perumahan dan Kawasan Permukiman;24;Provinsi Nusa Tenggara Timur;2406;Kab. Sikka;616.000
33;KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT;7;Program Pembinaan Dan Pengembangan Infrastruktur Permukiman;2412;Pembinaan dan Pengembangan Kawasan Permukiman;2;Pembinaan dan Pengawasan Pengembangan Kawasan Permukiman;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;1;60;53;Perumahan dan Permukiman;40;Penyediaan Perumahan Layak;128;Pengentasan Permukiman Kumuh;746;Perencanaan Perumahan dan Kawasan Permukiman;24;Provinsi Nusa Tenggara Timur;2415;Kab. Manggarai Barat;616.000
33;KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT;7;Program Pembinaan Dan Pengembangan Infrastruktur Permukiman;2412;Pembinaan dan Pengembangan Kawasan Permukiman;2;Pembinaan dan Pengawasan Pengembangan Kawasan Permukiman;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;1;60;53;Perumahan dan Permukiman;40;Penyediaan Perumahan Layak;128;Pengentasan Permukiman Kumuh;746;Perencanaan Perumahan dan Kawasan Permukiman;25;Provinsi Papua;2507;Kab. Merauke;616.000
33;KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT;7;Program Pembinaan Dan Pengembangan Infrastruktur Permukiman;2412;Pembinaan dan Pengembangan Kawasan Permukiman;2;Pembinaan dan Pengawasan Pengembangan Kawasan Permukiman;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;1;60;53;Perumahan dan Permukiman;40;Penyediaan Perumahan Layak;128;Pengentasan Permukiman Kumuh;746;Perencanaan Perumahan dan Kawasan Permukiman;25;Provinsi Papua;2501;Kab. Jayapura;616.000
33;KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT;7;Program Pembinaan Dan Pengembangan Infrastruktur Permukiman;2412;Pembinaan dan Pengembangan Kawasan Permukiman;2;Pembinaan dan Pengawasan Pengembangan Kawasan Permukiman;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;1;60;53;Perumahan dan Permukiman;40;Penyediaan Perumahan Layak;128;Pengentasan Permukiman Kumuh;746;Perencanaan Perumahan dan Kawasan Permukiman;25;Provinsi Papua;2524;Kab. Yahukimo;616.000
33;KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT;7;Program Pembinaan Dan Pengembangan Infrastruktur Permukiman;2412;Pembinaan dan Pengembangan Kawasan Permukiman;2;Pembinaan dan Pengawasan Pengembangan Kawasan Permukiman;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;1;60;53;Perumahan dan Permukiman;40;Penyediaan Perumahan Layak;128;Pengentasan Permukiman Kumuh;746;Perencanaan Perumahan dan Kawasan Permukiman;33;Provinsi Papua Barat;3303;Kab. Fak Fak;616.000
33;KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT;7;Program Pembinaan Dan Pengembangan Infrastruktur Permukiman;2412;Pembinaan dan Pengembangan Kawasan Permukiman;2;Pembinaan dan Pengawasan Pengembangan Kawasan Permukiman;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;1;60;53;Perumahan dan Permukiman;40;Penyediaan Perumahan Layak;128;Pengentasan Permukiman Kumuh;746;Perencanaan Perumahan dan Kawasan Permukiman;33;Provinsi Papua Barat;3304;Kab. Sorong Selatan;616.000
